,Unnamed: 0,datetime,city,state,country,shape,duration (seconds)
0,12,1970-10-10 16:00:00,bellmore,ny,us,disk,1800.0
1,27,1978-10-10 02:00:00,elmont,ny,us,rectangle,300.0
2,28,1979-10-10 00:00:00,poughkeepsie,ny,us,chevron,900.0
3,38,1984-10-10 22:00:00,white plains,ny,us,formation,20.0
4,40,1986-10-10 20:00:00,holmes/pawling,ny,,chevron,180.0
5,59,1994-10-10 18:30:00,burnt hills,ny,us,rectangle,120.0
6,77,1998-10-10 20:30:00,nyc/westchester area,ny,,triangle,60.0
7,137,2004-10-10 19:00:00,chateauqua,ny,,formation,1200.0
8,138,2004-10-10 19:00:00,ripley,ny,us,circle,900.0
9,170,2007-10-10 13:00:00,owego,ny,us,triangle,10800.0
10,187,2008-10-10 02:00:00,slingerlands,ny,us,circle,240.0
11,190,2008-10-10 06:00:00,albany,ny,us,oval,45.0
12,212,2010-10-10 01:00:00,orchard park,ny,us,light,7200.0
13,227,2010-10-10 21:30:00,albany,ny,us,circle,10.0
14,230,2011-10-10 00:00:00,troy,ny,us,triangle,7200.0
15,233,2011-10-10 10:30:00,ashville,ny,us,circle,60.0
16,250,2012-10-10 19:40:00,syracuse,ny,us,light,900.0
17,251,2012-10-10 19:45:00,syracuse,ny,us,circle,240.0
18,254,2012-10-10 20:15:00,new york city (bronx),ny,us,disk,1800.0
19,264,2012-10-10 23:01:00,suffern,ny,us,cylinder,20.0
20,293,1995-10-11 18:30:00,new york city (brooklyn),ny,us,,720.0
21,309,1999-10-11 20:15:00,portville,ny,us,oval,30.0
22,310,1999-10-11 20:15:00,portville,ny,us,oval,30.0
23,311,1999-10-11 20:15:00,portville,ny,us,oval,60.0
24,312,1999-10-11 20:15:00,portville,ny,us,oval,60.0
25,322,2000-10-11 20:00:00,watertown,ny,us,light,30.0
26,338,2003-10-11 01:29:00,new york city (manhattan),ny,us,egg,120.0
27,359,2004-10-11 23:15:00,williamsville,ny,us,light,540.0
28,388,2006-10-12 00:00:00,rome,ny,us,oval,120.0
29,411,2009-10-11 02:45:00,deer park,ny,us,other,10800.0
30,423,2010-10-11 04:50:00,albany,ny,us,oval,120.0
31,442,2012-10-11 07:00:00,bablyon,ny,,disk,120.0
32,446,2012-10-11 19:45:00,saratoga springs,ny,us,circle,300.0
33,471,2013-10-11 21:00:00,fayetteville,ny,us,chevron,90.0
34,497,1966-10-01 20:00:00,buffalo,ny,us,light,240.0
35,501,1967-10-01 02:00:00,chaffee,ny,us,sphere,600.0
36,510,1970-10-01 16:00:00,new york city (brooklyn),ny,us,disk,180.0
37,514,1970-10-01 21:00:00,new york city (brooklyn),ny,us,disk,300.0
38,538,1976-10-01 19:00:00,fairport,ny,us,disk,600.0
39,548,1979-10-01 21:00:00,buffalo,ny,us,light,10.0
40,583,1989-10-01 20:00:00,pawling,ny,us,oval,300.0
41,588,1990-10-01 22:15:00,jamestown,ny,us,light,1200.0
42,604,1994-10-01 13:13:00,new york city,ny,us,disk,15.0
43,618,1995-10-01 22:00:00,wantagh,ny,us,triangle,60.0
44,624,1996-10-01 08:00:00,new york city (manhattan),ny,us,oval,300.0
45,630,1997-10-01 03:00:00,jefferson,ny,us,other,300.0
46,661,1999-10-01 17:00:00,new york city (manhattan),ny,us,unknown,5.0
47,684,2000-10-01 23:15:00,jones beach,ny,us,diamond,900.0
48,690,2001-10-01 21:00:00,lafayette,ny,us,changing,180.0
49,692,2001-10-01 22:30:00,albany,ny,us,flash,2.0
50,710,2002-10-01 07:30:00,kingston,ny,us,cigar,600.0
51,718,2002-10-01 19:20:00,new york city (staten island),ny,us,egg,300.0
52,719,2002-10-01 19:50:00,new york city (staten island),ny,us,light,900.0
53,723,2002-10-01 23:20:00,new york city,ny,us,changing,180.0
54,801,2006-10-01 12:30:00,new york city (bronx),ny,us,rectangle,120.0
55,816,2006-10-01 21:00:00,orchard park,ny,us,unknown,37800.0
56,865,2007-10-01 21:00:00,deer park,ny,us,other,240.0
57,871,2008-10-01 01:00:00,merrick,ny,us,disk,5.0
58,923,2011-10-01 00:00:00,staten island (over),ny,,unknown,600.0
59,975,2013-10-01 19:20:00,webster,ny,us,sphere,1800.0
60,982,2013-10-01 22:45:00,middle island (long island),ny,us,fireball,1200.0
61,988,1971-10-12 22:00:00,menands (albany),ny,us,chevron,180.0
62,999,1994-10-12 11:55:00,schenectady,ny,us,other,120.0
63,1059,2003-10-12 02:00:00,albany,ny,us,unknown,30.0
64,1073,2004-10-12 12:55:00,utica,ny,us,light,45.0
65,1101,2007-10-12 05:30:00,new york city,ny,us,light,1800.0
66,1112,2008-10-12 05:20:00,islip (central),ny,us,light,35.0
67,1187,2013-10-12 04:30:00,cambridge,ny,us,light,7200.0
68,1190,2013-10-12 13:00:00,owego,ny,us,disk,120.0
69,1232,1995-10-13 06:30:00,new york city,ny,us,light,60.0
70,1251,2000-10-13 01:00:00,forest hills,ny,us,circle,60.0
71,1270,2001-10-13 00:45:00,poughkeepsie,ny,us,triangle,2700.0
72,1295,2003-10-13 20:00:00,binghamton,ny,us,sphere,30.0
73,1316,2004-10-13 23:50:00,new rochelle,ny,us,rectangle,300.0
74,1376,2010-10-13 04:45:00,rochester,ny,us,light,3600.0
75,1454,2013-10-13 19:00:00,irondequoit,ny,us,fireball,600.0
76,1474,2013-10-13 22:55:00,new york city (brooklyn),ny,us,sphere,420.0
77,1495,1997-10-14 16:00:00,syracuse (north),ny,us,unknown,30.0
78,1502,1999-10-14 14:00:00,yonkers,ny,us,light,300.0
79,1589,2006-10-14 02:25:00,new york city (yonkers),ny,us,teardrop,120.0
80,1614,2008-10-14 20:00:00,boonville,ny,us,formation,180.0
81,1623,2009-10-14 19:05:00,syracuse,ny,us,cross,180.0
82,1625,2009-10-14 21:37:00,new york city,ny,us,oval,1080.0
83,1682,2012-10-14 23:00:00,nanuet,ny,us,light,1.5
84,1713,1955-10-15 20:00:00,rhinebeck,ny,us,light,2400.0
85,1716,1957-10-15 02:00:00,new york city (queens),ny,us,,10800.0
86,1723,1965-10-15 15:00:00,new rochelle,ny,us,sphere,2.0
87,1729,1966-10-15 20:00:00,utica,ny,us,triangle,180.0
88,1758,1973-10-15 17:30:00,chazy,ny,us,light,300.0
89,1776,1975-10-15 18:00:00,nesconset,ny,us,disk,180.0
90,1778,1975-10-15 19:00:00,monroe,ny,us,disk,60.0
91,1784,1976-10-15 19:30:00,rochester,ny,us,unknown,10.0
92,1819,1982-10-15 20:00:00,north hudson,ny,us,disk,120.0
93,1853,1987-10-15 21:00:00,yonkers,ny,us,rectangle,1800.0
94,1854,1987-10-15 22:00:00,eastchester,ny,us,triangle,180.0
95,1875,1990-10-15 00:15:00,endwell,ny,us,formation,1200.0
96,1897,1994-10-15 13:00:00,stone ridge,ny,us,oval,30.0
97,1900,1994-10-15 18:00:00,ithaca,ny,us,light,10800.0
98,1933,1997-10-15 15:00:00,new york city (staten island),ny,us,cylinder,120.0
99,1978,1999-10-15 12:30:00,old westbury,ny,us,disk,240.0
100,1993,1999-10-15 23:00:00,buffalo,ny,us,triangle,30.0
101,2004,2000-10-15 04:00:00,mt. kisco,ny,us,light,60.0
102,2028,2001-10-15 14:00:00,new york city (queens),ny,us,triangle,165.0
103,2030,2001-10-15 15:00:00,new york city,ny,us,changing,300.0
104,2088,2003-10-15 22:00:00,sylvan beach,ny,us,fireball,45.0
105,2103,2004-10-15 06:00:00,wingdale,ny,us,other,4.0
106,2165,2007-10-15 18:00:00,new york city,ny,us,teardrop,600.0
107,2176,2008-10-15 05:25:00,liberty,ny,us,light,2.0
108,2182,2008-10-15 16:40:00,ballston lake,ny,us,other,30.0
109,2201,2009-10-15 22:00:00,lagrangeville,ny,us,cylinder,3.0
110,2209,2010-10-15 03:30:00,buffalo,ny,us,sphere,5400.0
111,2219,2010-10-15 21:27:00,buffalo,ny,us,fireball,120.0
112,2227,2011-10-15 17:00:00,canandaigua,ny,us,circle,120.0
113,2310,2000-10-16 23:55:00,bellerose,ny,us,disk,120.0
114,2382,2007-10-16 15:00:00,kingston,ny,us,light,3.0
115,2384,2007-10-16 19:30:00,utica,ny,us,triangle,10.0
116,2443,2012-10-16 01:00:00,rochester,ny,us,teardrop,5.0
117,2496,1994-10-17 21:30:00,berkshire,ny,us,triangle,600.0
118,2550,2004-10-17 03:00:00,somers,ny,us,unknown,3600.0
119,2607,2009-10-17 08:30:00,poughkeepsie,ny,us,light,120.0
120,2609,2009-10-17 14:00:00,buffalo,ny,us,cigar,15.0
121,2616,2009-10-17 21:00:00,hyde park,ny,us,sphere,180.0
122,2642,2011-10-17 21:30:00,center moriches,ny,us,triangle,300.0
123,2646,2011-10-17 23:00:00,west walworth,ny,us,unknown,15.0
124,2648,2012-10-17 01:05:00,webster,ny,us,other,3.0
125,2655,2012-10-17 17:55:00,ridgewood,ny,us,oval,180.0
126,2740,2003-10-18 20:00:00,port washington,ny,us,unknown,180.0
127,2746,2003-10-18 21:00:00,schenectady,ny,us,light,3600.0
128,2759,2004-10-18 16:45:00,hampton bays,ny,us,light,300.0
129,2791,2008-10-18 08:05:00,cornwall,ny,,disk,5.0
130,2810,2010-10-18 04:00:00,highland,ny,us,triangle,60.0
131,2813,2010-10-18 07:30:00,honeoye falls,ny,us,,10.0
132,2880,1992-10-19 14:00:00,new york city (jamaica) (queens),ny,us,disk,8.0
133,2998,2009-10-19 19:30:00,horseshoe lake,ny,,unknown,3600.0
134,3001,2010-10-19 13:00:00,yonkers,ny,us,sphere,900.0
135,3099,1973-10-20 00:00:00,new york city (brooklyn),ny,us,,3600.0
136,3105,1975-10-20 03:15:00,watkins glen,ny,us,,600.0
137,3109,1978-10-20 22:00:00,west seneca,ny,,triangle,600.0
138,3127,1994-10-20 20:30:00,stone ridge,ny,us,triangle,600.0
139,3128,1994-10-20 22:00:00,stone ridge,ny,us,light,240.0
140,3168,2000-10-20 20:45:00,westbury,ny,us,disk,60.0
141,3177,2002-10-20 16:00:00,albany,ny,us,,3.0
142,3178,2002-10-20 16:00:00,albany,ny,us,cigar,5.0
143,3184,2002-10-21 00:00:00,albany (maybe new york),ny,us,cigar,2.0
145,3246,2006-10-20 00:30:00,franklin falls,ny,us,other,5.0
146,3253,2006-10-20 14:38:00,east patchogue,ny,us,sphere,180.0
147,3257,2006-10-20 19:51:00,east patchogue,ny,us,sphere,360.0
148,3326,2011-10-20 01:00:00,jamaica,ny,us,flash,10.0
149,3352,2012-10-20 17:30:00,new york city (brooklyn),ny,us,sphere,10.0
150,3359,2012-10-20 19:15:00,delhi,ny,us,light,600.0
151,3384,2013-10-20 19:00:00,germantown,ny,us,light,900.0
152,3401,1988-10-21 21:00:00,holmes/pawling,ny,,formation,1200.0
153,3403,1995-10-21 22:00:00,rochester,ny,us,disk,600.0
154,3404,1995-10-21 22:20:00,utica,ny,us,disk,2100.0
155,3430,2001-10-21 22:00:00,avon,ny,us,fireball,2.0
156,3434,2002-10-21 12:30:00,albany,ny,us,other,8.0
157,3435,2002-10-21 18:00:00,malone,ny,us,light,900.0
158,3441,2003-10-21 19:00:00,waterford,ny,us,triangle,30.0
159,3448,2003-10-21 22:00:00,bellmore,ny,us,oval,3.0
160,3487,2007-10-21 18:30:00,castile,ny,us,teardrop,300.0
161,3552,2012-10-21 04:00:00,islamorada,ny,,chevron,15.0
162,3593,1988-10-02 22:30:00,fishkill,ny,us,formation,600.0
163,3609,1999-10-02 12:00:00,lewiston,ny,us,other,15.0
164,3639,2004-10-02 02:55:00,portchester,ny,,triangle,240.0
165,3640,2004-10-02 03:00:00,east rochester,ny,us,unknown,600.0
166,3660,2005-10-02 18:00:00,new york city (manhattan),ny,us,other,180.0
167,3669,2006-10-02 17:00:00,new york city (brooklyn),ny,us,changing,600.0
168,3674,2006-10-02 23:15:00,new york city (manhattan),ny,us,unknown,60.0
169,3692,2008-10-02 19:52:00,middletown,ny,us,light,3600.0
170,3697,2008-10-02 23:00:00,monroe,ny,us,triangle,120.0
171,3763,2013-10-02 22:00:00,caledonia,ny,us,triangle,5.0
172,3769,1985-10-22 20:00:00,new york city,ny,us,sphere,120.0
173,3772,1988-10-22 20:30:00,new york city (queens),ny,us,sphere,60.0
174,3829,2004-10-22 04:00:00,troy,ny,us,light,900.0
175,3833,2004-10-22 21:15:00,williamsville,ny,us,light,600.0
176,3834,2005-10-22 02:00:00,liverpool,ny,us,unknown,1800.0
177,3922,2011-10-22 20:00:00,centerport,ny,us,sphere,20.0
178,3946,2012-10-22 18:20:00,wellsville,ny,us,fireball,60.0
179,3956,2013-10-22 06:00:00,albany,ny,us,disk,30.0
180,4016,2002-10-23 20:15:00,albany,ny,us,triangle,900.0
181,4071,2007-10-23 11:30:00,williamsville,ny,us,triangle,20.0
182,4089,2008-10-23 20:30:00,madrid,ny,us,light,180.0
183,4098,2008-10-23 23:00:00,poughkeepsie,ny,us,chevron,20.0
184,4104,2010-10-23 07:00:00,highland,ny,us,other,10.0
185,4298,2007-10-24 06:12:00,new york city,ny,us,formation,1800.0
186,4349,2011-10-24 20:00:00,west seneca,ny,,circle,1200.0
187,4355,2011-10-24 23:00:00,ithaca,ny,us,fireball,4.0
188,4356,2011-10-24 23:00:00,ithaca,ny,us,fireball,4.0
189,4413,2013-10-24 20:00:00,plainview,ny,us,triangle,3600.0
190,4431,1972-10-25 20:00:00,wellsville,ny,us,disk,600.0
191,4555,2009-10-25 07:07:00,bath,ny,us,unknown,8.0
192,4567,2010-10-25 23:00:00,new york city (brooklyn),ny,us,light,2400.0
193,4599,2012-10-25 20:30:00,kings park,ny,us,triangle,120.0
194,4642,1998-10-26 18:05:00,corfu (darien/pembroke/alexander),ny,us,triangle,1800.0
195,4659,1999-10-26 19:10:00,moravia,ny,us,flash,5400.0
196,4690,2002-10-26 21:30:00,garrison,ny,us,light,600.0
197,4728,2006-10-26 23:00:00,coxsackie,ny,us,light,1800.0
198,4765,2009-10-26 21:00:00,babylon,ny,us,fireball,5.0
199,4827,1993-10-27 21:38:00,wanakah,ny,us,triangle,7.0
200,4840,2000-10-27 22:00:00,prattsburgh,ny,,flash,1350.0
201,4867,2004-10-27 22:00:00,new york city (brooklyn),ny,us,triangle,15.0
202,4868,2004-10-27 22:15:00,new york city,ny,us,chevron,120.0
203,4870,2004-10-27 22:20:00,ithaca,ny,us,chevron,10.0
204,4872,2004-10-27 22:20:00,woodside (queens),ny,us,chevron,3.0
205,4873,2004-10-27 22:30:00,ithaca,ny,us,triangle,60.0
206,4874,2004-10-27 22:30:00,rochester,ny,us,chevron,60.0
207,4875,2004-10-27 22:30:00,skaneateles,ny,us,triangle,4.0
208,4877,2004-10-27 22:45:00,rochester,ny,us,circle,6.0
209,4878,2004-10-27 23:00:00,geneseo,ny,us,light,15.0
210,4884,2006-10-27 02:18:00,new hartford,ny,us,unknown,60.0
211,4929,2010-10-27 21:00:00,brockport,ny,us,triangle,1800.0
212,4957,2012-10-27 20:40:00,wading river,ny,us,fireball,60.0
213,4965,2012-10-27 21:35:00,new york city (bronx),ny,us,fireball,240.0
214,5018,2000-10-28 21:00:00,poughkeepsie,ny,us,triangle,2700.0
215,5046,2003-10-28 10:10:00,new york city (manhattan),ny,us,sphere,300.0
216,5049,2004-10-28 00:00:00,new york city (queens),ny,us,light,30.0
217,5052,2004-10-28 06:00:00,florida,ny,us,triangle,900.0
218,5070,2005-10-28 10:00:00,new york city (bronx),ny,us,changing,900.0
219,5098,2007-10-28 05:00:00,new york city,ny,us,light,7200.0
220,5109,2007-10-28 23:15:00,margaretville,ny,us,circle,3.0
221,5114,2008-10-28 15:00:00,chenango forks,ny,us,circle,300.0
222,5206,1969-10-29 21:00:00,fulton,ny,us,cigar,1200.0
223,5207,1970-10-29 19:50:00,lindenhurst,ny,us,sphere,10.0
224,5216,1993-10-29 21:30:00,bedford--mt. kisco,ny,,triangle,300.0
225,5253,2001-10-29 22:00:00,clarendon,ny,us,sphere,300.0
226,5273,2003-10-29 22:50:00,scipio center,ny,us,other,180.0
227,5312,2007-10-29 20:53:00,bedford,ny,us,triangle,5.0
228,5344,2010-10-29 05:15:00,herkimer,ny,us,fireball,20.0
229,5416,1969-10-30 21:00:00,fulton,ny,us,cigar,240.0
230,5417,1969-10-30 21:00:00,fulton,ny,us,cigar,600.0
231,5428,1993-10-30 23:00:00,eden,ny,us,circle,120.0
232,5458,2001-10-30 17:00:00,syracuse,ny,us,unknown,300.0
233,5520,2006-10-30 19:10:00,monticello,ny,us,cross,1500.0
234,5525,2007-10-30 02:00:00,bolton,ny,us,fireball,120.0
235,5530,2007-10-30 17:05:00,new york city (brooklyn),ny,us,oval,480.0
236,5545,2008-10-30 08:00:00,college point,ny,us,triangle,60.0
237,5595,2011-10-30 21:00:00,ronkonkoma,ny,us,light,45.0
238,5596,2011-10-30 21:05:00,ronkonkoma,ny,us,light,45.0
239,5606,2012-10-30 18:30:00,shrub oak,ny,us,egg,120.0
240,5639,1969-10-31 23:00:00,fulton,ny,us,circle,1200.0
241,5648,1985-10-31 20:30:00,new york city,ny,us,disk,15.0
242,5684,1999-10-31 18:45:00,nassau,ny,us,triangle,600.0
243,5748,2003-10-31 21:30:00,rooseveltown,ny,us,circle,600.0
244,5759,2004-10-31 18:00:00,old westbury,ny,us,disk,300.0
245,5842,2005-10-31 02:15:00,yonkers,ny,us,other,420.0
246,5850,2005-10-31 18:00:00,poughkeepsie,ny,us,light,37800.0
247,5892,2007-10-31 02:45:00,highland,ny,us,fireball,5.0
248,5893,2007-10-31 03:00:00,middle island,ny,us,fireball,2.0
249,5964,2011-10-31 03:46:00,castleton on hudson,ny,,fireball,4.0
250,6021,1963-10-03 21:00:00,new york city (richmond hills) (queens),ny,us,circle,2.0
251,6077,2003-10-03 23:15:00,malverne,ny,us,light,5.0
252,6084,2004-10-03 16:00:00,new york city (brooklyn),ny,us,light,3600.0
253,6085,2004-10-03 16:00:00,new york city (brooklyn),ny,us,sphere,3600.0
254,6106,2006-10-03 03:40:00,utica,ny,us,cigar,600.0
255,6125,2007-10-03 16:58:00,mount vernon /pelham,ny,,sphere,180.0
256,6136,2008-10-03 08:13:00,schenectady,ny,us,light,60.0
257,6159,2010-10-03 05:20:00,new york city (staten island),ny,us,oval,900.0
258,6169,2010-10-03 22:00:00,new york city,ny,us,light,300.0
259,6243,1998-10-04 23:00:00,belmont,ny,us,circle,7.0
260,6302,2005-10-04 18:05:00,new york city (manhattan),ny,us,light,1200.0
261,6345,2009-10-04 15:30:00,new york city (brooklyn),ny,us,other,360.0
262,6350,2009-10-04 23:00:00,utica,ny,us,light,600.0
263,6377,2012-10-04 22:00:00,new york city (middle village) (queens),ny,us,fireball,120.0
264,6413,2013-10-04 23:55:00,new york city (bronx),ny,us,teardrop,120.0
265,6416,1967-10-05 04:00:00,syracuse,ny,us,disk,120.0
266,6428,1997-10-05 20:30:00,utica,ny,us,light,120.0
267,6479,2004-10-05 20:00:00,inwood,ny,us,other,15.0
268,6480,2004-10-05 20:00:00,lynbrook,ny,us,formation,20.0
269,6489,2005-10-05 19:45:00,tupper lake,ny,us,light,7200.0
270,6499,2006-10-05 10:38:00,johnson city,ny,us,cylinder,120.0
271,6541,2010-10-05 19:34:00,buffalo,ny,us,changing,240.0
272,6565,2011-10-05 22:00:00,auburn,ny,us,triangle,120.0
273,6593,2013-10-05 00:40:00,staten island,ny,,circle,2.0
274,6594,2013-10-05 01:00:00,altamont,ny,us,light,420.0
275,6639,1996-10-06 15:00:00,new york city (manhattan),ny,us,triangle,1200.0
276,6640,1996-10-06 22:00:00,fire island (long island),ny,us,other,2700.0
277,6660,2002-10-06 03:00:00,farmingdale,ny,us,light,1800.0
278,6661,2002-10-06 05:50:00,inwood,ny,us,light,5.0
279,6662,2002-10-06 07:15:00,thousand island bridge (near),ny,,disk,1200.0
280,6708,2006-10-06 02:00:00,orchard park,ny,us,light,1800.0
281,6719,2007-10-06 04:00:00,new york city (upstate),ny,us,cigar,60.0
282,6745,2008-10-06 22:00:00,victor,ny,us,sphere,120.0
283,6784,2011-10-06 22:00:00,ghent,ny,us,light,5400.0
284,6789,2012-10-06 04:00:00,new york city (bronx),ny,us,light,5.0
285,6840,1989-10-07 23:00:00,harrison,ny,us,other,300.0
286,6869,2002-10-07 18:45:00,rome,ny,us,light,600.0
287,6912,2006-10-07 22:15:00,deer park,ny,us,unknown,600.0
288,6931,2008-10-07 19:00:00,ronkonkoma,ny,us,egg,5400.0
289,6940,2008-10-07 23:00:00,schenectady,ny,us,triangle,2.0
290,6942,2009-10-07 05:15:00,hamlin,ny,us,light,900.0
291,6963,2011-10-07 18:00:00,staten island,ny,,oval,180.0
292,7025,2000-10-08 18:20:00,chemung,ny,us,other,300.0
293,7026,2000-10-08 18:20:00,chemung,ny,us,other,360.0
294,7051,2003-10-08 22:20:00,tonawanda,ny,us,other,1.0
295,7056,2004-10-08 18:52:00,amsterdam,ny,us,circle,60.0
296,7074,2006-10-08 14:00:00,lake george,ny,us,rectangle,300.0
297,7081,2006-10-08 23:00:00,massapequa,ny,us,unknown,14400.0
298,7104,2009-10-08 01:12:00,port jefferson station,ny,us,light,30.0
299,7121,2010-10-08 07:25:00,canandaigua,ny,us,flash,180.0
300,7142,2011-10-08 19:53:00,binghamton,ny,us,light,600.0
301,7143,2011-10-08 19:55:00,binghamton,ny,us,unknown,900.0
302,7242,2003-10-09 11:30:00,utica,ny,us,circle,60.0
303,7246,2003-10-09 19:30:00,binghamton,ny,us,oval,10.0
304,7268,2006-10-09 21:05:00,deer park,ny,us,rectangle,2.0
305,7311,2009-10-09 19:30:00,new york city,ny,us,unknown,15.0
306,7352,2011-10-09 19:00:00,coeymans,ny,us,light,1.0
307,7363,2011-10-09 23:00:00,staten island,ny,,other,1200.0
308,7370,2012-10-09 15:00:00,batavia,ny,us,circle,1800.0
309,7378,2012-10-09 23:30:00,woodbourne,ny,us,other,0.05
310,7391,2013-10-09 19:00:00,new york city (bronx),ny,us,light,600.0
311,7427,1993-01-10 00:30:00,ithaca,ny,us,other,10.0
312,7468,2003-01-10 04:45:00,lockport,ny,us,flash,420.0
313,7487,2004-01-10 15:30:00,saratoga,ny,,disk,180.0
314,7511,2006-01-10 12:30:00,elmira,ny,us,light,7200.0
315,7523,2007-01-10 18:45:00,new york city (staten island),ny,us,other,600.0
316,7538,2008-01-10 06:00:00,lindenhurst,ny,us,circle,300.0
317,7542,2008-01-10 20:05:00,poughkeepsie,ny,us,other,180.0
318,7589,2012-01-10 12:46:00,pawling,ny,us,triangle,7200.0
319,7668,1999-11-10 20:00:00,valatie,ny,us,triangle,300.0
320,7675,2000-11-10 23:00:00,syracuse,ny,us,triangle,45.0
321,7700,2004-11-10 02:00:00,avon,ny,us,unknown,120.0
322,7708,2005-11-10 15:40:00,johnson city,ny,us,cylinder,60.0
323,7721,2005-11-10 21:00:00,millville/brockport,ny,,cylinder,120.0
324,7773,2010-11-10 00:00:00,boston,ny,us,flash,3600.0
325,7780,2010-11-10 17:45:00,verona,ny,us,diamond,60.0
326,7805,2012-11-10 18:30:00,derby,ny,us,,3000.0
327,7806,2012-11-10 18:30:00,endicott,ny,us,circle,600.0
328,7830,2012-11-10 22:00:00,vestal,ny,us,triangle,2.0
329,7868,1966-11-11 20:00:00,hempstead,ny,us,unknown,60.0
330,7906,2000-11-11 05:00:00,slate hill,ny,us,circle,120.0
331,7916,2001-11-11 01:00:00,new york city,ny,us,light,10.0
332,7921,2001-11-11 20:04:00,carmel,ny,us,triangle,120.0
333,7923,2001-11-11 23:20:00,pleasantville,ny,us,cigar,5.0
334,7962,2005-11-11 18:00:00,cortland,ny,us,light,900.0
335,7965,2005-11-11 18:40:00,east patchogue,ny,us,other,720.0
336,7979,2006-11-11 23:00:00,flushing,ny,us,light,5.0
337,8010,2010-11-11 17:00:00,wallkill,ny,us,other,240.0
338,8035,2011-11-11 23:23:00,albany,ny,us,circle,900.0
339,8091,1970-11-01 20:30:00,rochester,ny,us,,1800.0
340,8097,1973-11-01 19:00:00,huntington,ny,us,,180.0
341,8114,1978-11-01 20:00:00,troy,ny,us,light,10.0
342,8126,1983-11-01 21:00:00,kingston,ny,us,triangle,900.0
343,8178,1997-11-01 22:00:00,new york city (bronx),ny,us,light,300.0
344,8201,1999-11-01 16:40:00,new york city (staten island),ny,us,cigar,7.0
345,8214,2000-11-01 03:00:00,commack,ny,us,egg,180.0
346,8234,2001-11-01 19:00:00,new york city,ny,us,light,2400.0
347,8242,2001-11-01 21:00:00,jewett,ny,us,triangle,15.0
348,8347,2004-01-11 21:30:00,stony point,ny,us,light,300.0
349,8424,2008-01-11 06:00:00,bergen,ny,us,formation,60.0
350,8430,2008-11-01 19:00:00,new york city (staten island),ny,us,sphere,5.0
351,8468,2010-11-01 00:00:00,rushville/canandaguia,ny,,light,300.0
352,8477,2010-11-01 18:00:00,forest hills,ny,us,cylinder,60.0
353,8505,2011-01-11 18:30:00,buffalo area (in-flight observation),ny,,unknown,300.0
354,8506,2011-01-11 18:45:00,buffalo area (in-flight observation),ny,,unknown,300.0
355,8510,2011-11-01 20:15:00,yonkers,ny,us,diamond,600.0
356,8512,2011-11-01 20:32:00,woodmere,ny,us,sphere,480.0
357,8520,2011-11-01 22:30:00,washingtonville,ny,us,triangle,300.0
358,8538,2012-01-11 18:25:00,russell,ny,us,formation,10.0
359,8539,2012-01-11 18:30:00,saranac lake,ny,us,formation,10.0
360,8561,2012-01-11 22:00:00,hogansburg,ny,us,fireball,300.0
361,8562,2012-01-11 22:00:00,hopkinton,ny,us,fireball,120.0
362,8563,2012-01-11 22:00:00,west bangor,ny,us,unknown,240.0
363,8602,2013-11-01 21:00:00,ravena,ny,us,fireball,60.0
364,8605,2013-11-01 22:00:00,new paltz,ny,us,circle,300.0
365,8627,2014-01-11 22:25:00,new york city (queens),ny,us,light,60.0
366,8641,1997-11-12 00:03:00,sodus,ny,us,cigar,600.0
367,8667,2000-11-12 21:45:00,port jefferson,ny,us,changing,15.0
368,8699,2004-11-12 15:30:00,depew,ny,us,cigar,120.0
369,8752,2009-11-12 03:00:00,fulton,ny,us,disk,1800.0
370,8754,2009-11-12 06:05:00,rochester,ny,us,light,60.0
371,8757,2009-11-12 18:30:00,rochester,ny,us,light,300.0
372,8762,2010-11-12 00:00:00,ithaca,ny,us,other,3600.0
373,8777,2010-11-12 21:00:00,north sanford,ny,us,circle,5.0
374,8789,2011-11-12 19:00:00,uniondale,ny,us,circle,180.0
375,8817,2012-11-12 22:20:00,new york city,ny,us,sphere,600.0
376,8854,1998-11-13 01:30:00,maybrook,ny,us,,300.0
377,8886,2003-11-13 13:34:00,new york city (staten island),ny,us,fireball,60.0
378,8894,2004-11-13 00:30:00,congers,ny,us,other,10.0
379,8954,2009-11-13 17:00:00,phoenix,ny,us,light,120.0
380,8978,2011-11-13 09:45:00,astoria,ny,us,cross,120.0
381,8979,2011-11-13 17:30:00,moriches bay area,ny,,sphere,45.0
382,8983,2011-11-13 20:00:00,uniondale,ny,us,other,300.0
383,8997,2012-11-13 16:16:00,buffalo,ny,us,light,120.0
384,9033,2013-11-13 19:15:00,mcgraw,ny,us,fireball,600.0
385,9146,2005-11-14 13:44:00,upstate ny,ny,,disk,900.0
386,9147,2005-11-14 17:30:00,wappingers falls,ny,us,circle,3600.0
387,9168,2007-11-14 03:38:00,claverack,ny,us,cross,2.0
388,9178,2008-11-14 04:28:00,latham/watervliet,ny,,sphere,30.0
389,9186,2008-11-14 18:30:00,orchard park,ny,us,other,1800.0
390,9215,2010-11-14 21:00:00,washingtonville,ny,us,unknown,120.0
391,9230,2012-11-14 05:00:00,lake ronkonkoma,ny,us,sphere,60.0
392,9242,2012-11-14 18:35:00,levittown,ny,us,light,180.0
393,9284,1965-11-15 16:30:00,syosset (long island),ny,us,disk,420.0
